NAME	SCORE	TMHMM	TMBB	PROSITE	CDD
NP_417666.1 lipopolysaccharide transport system protein LptC	40%	0:No	No		PRK10893:2.25093e-137:['export']:[]
NP_417691.4 N-acetylneuraminate:H(+) symporter	40%	11:Yes	Yes	PS50850:47.129:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK03893:0.0:[]:[]
NP_417708.1 aromatic carboxylic acid efflux pump membrane fusion protein	40%	1:Yes	No		PRK10559:0.0:['pump']:[]
NP_417740.1 shikimate dehydrogenase	40%	0:No	Yes		aroE:2.9943e-146:[]:['enzyme']
NP_417749.1 large conductance mechanosensitive channel	40%	2:Yes	No		mscL:3.5735e-81:['channel']:[]
NP_417787.1 Type II secretion system protein GspG	40%	1:Yes	No		PulG superfamily:3.87447e-56:['transport']:[]
NP_417788.1 Type II secretion system protein GspH	40%	1:Yes	No		PulG:3.10173e-13:['transport']:[]
NP_417790.1 Type II secretion system protein GspJ	40%	1:Yes	No		PulJ:6.08183e-45:['transport']:[]
NP_417791.1 Type II secretion system protein GspK	40%	1:Yes	No		PulK:1.6707e-118:['transport']:[]
NP_417792.2 Type II secretion system protein GspL	40%	0:No	No		PulL:3.89708e-163:['transport']:[]
NP_417840.1 putative PLP-binding protein YhfX	40%	0:No	Yes		PLPDE_III_yhfX_like:0.0:[]:['enzyme']
NP_417866.4 putative RNA-binding protein YhgF	40%	0:No	Yes	PS50126:23.868:['export']:[]	Tex:0.0:[]:[]
NP_417899.1 putative endonuclease YhhZ	40%	0:No	No		Hcp:9.10204e-48:['transport']:[]; HNHc superfamily:0.00745381:[]:[]
NP_417933.1 Ni(2(+)) ABC transporter periplasmic binding protein	40%	0:No	No		nickel_nikA:0.0:['transport']:[]
NP_417983.2 2-dehydro-3-deoxygluconokinase	40%	0:No	No		KdgK:4.33522e-107:['channel']:[]
NP_418018.1 O-acetyltransferase WecH	40%	7:Yes	No		WecH:2.36413e-138:[]:['enzyme']
NP_418030.1 putative electron transport protein YsaA	40%	0:No	No	PS51379:7.853:[]:['transfer', 'enzyme']; PS51379:6.072:[]:['transfer', 'enzyme']; PS51379:10.449:[]:['transfer', 'enzyme']; PS51379:6.173:[]:['transfer', 'enzyme']	PRK10330 superfamily:2.76519e-62:['transport']:[]
NP_418036.1 2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein	40%	0:No	No		PBP2_TRAP_YiaO_like:1.76613e-150:['transport']:[]
NP_418071.4 divergent polysaccharide deacetylase domain-containing protein YibQ	40%	1:Yes	No		YibQ:4.41117e-115:['transport']:[]
NP_418090.1 KDO transferase	40%	0:No	Yes		PRK05749:0.0:[]:['transferase']
NP_418123.2 inner membrane protein sensing glucose-6-phosphate	40%	11:Yes	Yes	PS50850:32.199:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK11663:0.0:[]:[]
NP_418129.2 multidrug efflux pump EmrD	40%	11:Yes	Yes	PS50850:23.266:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	emrD:0.0:[]:[]
NP_418166.1 efflux pump MdtL	40%	11:Yes	Yes	PS50850:27.584:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK10473:0.0:[]:[]
NP_418177.1 6-phospho-beta-glucosidase B	40%	0:No	No		BglB:0.0:['transport']:[]
NP_418607.1 putative acid--amine ligase YjfC	40%	0:No	No		Gsp:0.0:['transport']:[]
NP_418648.1 galactofuranose ABC transporter periplasmic binding protein	40%	1:Yes	No		PBP1_galactofuranose_YtfQ-like:2.60765e-149:['transport']:[]
NP_418710.4 ferric citrate ABC transporter periplasmic binding protein	40%	0:No	Yes	PS50983:34.434:['transport']:[]	fecB:0.0:[]:[]
NP_418720.1 KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR	40%	0:No	No	PS51000:14.092:['transport']:['transfer']	GlpR:1.53354e-86:['transport']:[]
NP_418722.1 putative PTS enzyme IIA component SgcA	40%	0:No	No	PS51094:26.578:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PtsN:8.54234e-33:['transport']:[]
NP_418748.1 isoaspartyl dipeptidase	40%	0:No	Yes		isoAsp_dipep:0.0:[]:['enzyme']
NP_418755.4 putative dehydratase subunit	40%	0:No	No		HgdB:2.26292e-176:['transport']:[]
NP_418757.1 multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter	40%	12:Yes	Yes	PS50850:21.288:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK15403:0.0:[]:[]
NP_418760.1 fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR	40%	0:No	No	PS50949:19.922:['transport', 'import']:['transfer']	ARO8:3.69863e-157:['transport']:[]
NP_418787.1 hydroxamate siderophore iron reductase	40%	0:No	No		PRK10647:0.0:['transport']:[]
NP_418794.1 putative patatin-like phospholipase YjjU	40%	0:No	No	PS51635:34.541:[]:[]	YjjU:2.23834e-172:['transport']:[]
NP_418813.1 DNA-binding transcriptional dual regulator Rob	40%	0:No	No	PS01124:29.725:['transport', 'porin']:['enzyme']	PRK15121:0.0:['pump']:[]
YP_009518765.1 e14 prophage; putative protein BeeE	40%	0:No	No		Phage_portal superfamily:4.10709e-60:['channel']:[]
YP_025306.1 putative transporter YdhC	40%	11:Yes	Yes	PS50850:23.075:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK11043:0.0:[]:[]
YP_026164.1 CP4-44 prophage; self recognizing antigen 43 (Ag43) autotransporter	40%	1:Yes	Yes	PS51208:26.334:['channel', 'export']:[]	auto_Ag43:0.0:[]:[]; PL2_Passenger_AT:5.03361e-30:[]:[]
YP_026222.1 DNA-binding transcriptional repressor GntR	40%	0:No	Yes	PS50932:21.902:['transport']:[]	PRK14987:0.0:[]:[]
YP_026228.1 PF13488 family lipoprotein YiaD	40%	2:Yes	Yes	PS51257:7.0:['transport']:[]; PS51123:49.306:['porin']:[]	PRK10510:1.52076e-144:[]:[]
YP_026279.1 sulfur carrier protein ThiS	40%	0:No	No		PRK08053:4.87031e-31:['carrier']:[]
YP_026282.1 carbon-phosphorus lyase subunit PhnK	40%	0:No	Yes	PS50893:23.023:['transport', 'channel', 'import', 'export']:[]	phnK:0.0:[]:[]
NP_414609.1 thiamine ABC transporter membrane subunit	39%	11:Yes	Yes	PS50928:17.703:['transport', 'channel', 'import', 'export']:[]; PS50928:15.047:['transport', 'channel', 'import', 'export']:[]	thiP:0.0:[]:[]
NP_417926.1 Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase	39%	5:Yes	Yes	PS50846:16.799:['transport']:[]	P_type_ZntA:0.0:[]:[]
NP_416505.2 CP4-44 prophage; inner membrane protein YeeR	38%	5:Yes	No		SLC5-6-like_sbd superfamily:0.00687026:['carrier']:[]
NP_416687.1 multidrug efflux pump Bcr	35%	12:Yes	No	PS50850:38.771:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK11102:0.0:[]:[]
NP_416743.1 sn-glycerol 3-phosphate:phosphate antiporter	35%	11:Yes	No	PS50850:24.542:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	glpT:0.0:[]:[]
NP_418699.4 putative sialic acid transporter	35%	11:Yes	No	PS50850:48.065:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK12307:0.0:[]:[]
NP_414967.1 muropeptide:H(+) symporter	34%	14:Yes	Yes	PS50850:15.248:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	ampG:0.0:[]:[]
NP_415583.4 multidrug efflux pump MdtH	34%	8:Yes	Yes	PS50850:14.929:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK11646:0.0:[]:[]
NP_416825.1 putative transporter YfcJ	34%	12:Yes	Yes	PS50850:16.461:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK12382:0.0:[]:[]
NP_418098.4 nucleoid occlusion factor SlmA	34%	0:No	Yes	PS50977:16.698:['transport', 'pump', 'export']:[]	slmA:1.96856e-113:[]:[]
NP_415336.1 phosphoethanolamine transferase	30%	4:Yes	No		OpgE:1.24213e-142:[]:['transferase']
NP_416039.1 putative diguanylate cyclase DgcF	30%	4:Yes	No	PS50887:28.587:[]:[]	GGDEF:2.55407e-55:[]:['enzyme']
NP_418115.1 putative arabinose exporter	29%	9:Yes	No	PS50850:15.078:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK15011 superfamily:0.0:[]:[]
NP_414875.1 cyanate transporter	26%	10:Yes	Yes	PS50850:12.356:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	cynX:0.0:[]:[]
NP_415602.1 ribonuclease E	26%	0:No	Yes	PS50126:12.124:['export']:[]	rne:0.0:[]:[]
NP_416051.1 dipeptide exporter	26%	11:Yes	Yes	PS50850:11.675:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK10054:0.0:[]:[]
NP_416675.1 sugar exporter SetB	26%	9:Yes	Yes	PS50850:14.227:['transport', 'channel', 'facilitator', 'symporter']:['transfer']	PRK15011:0.0:[]:[]
NP_417638.1 transcription termination/antitermination protein NusA	26%	0:No	Yes	PS50126:13.069:['export']:[]; PS50084:8.848:['transport']:[]	nusA:0.0:[]:[]
NP_418004.4 conserved protein YhjY	26%	1:Yes	Yes	PS51208:10.924:['channel', 'export']:[]	YhjY:1.26393e-102:[]:[]
NP_414551.1 acetate/succinate:H(+) symporter	25%	6:Yes	Yes		PRK10659:1.37178e-108:[]:[]
NP_414631.1 putative lipid II flippase FtsW	25%	10:Yes	Yes		PRK10774:0.0:[]:[]
NP_414654.1 aromatic amino acid:H(+) symporter AroP	25%	12:Yes	Yes		PRK10238:0.0:[]:[]
NP_414697.1 chloride:H(+) antiporter ClcA	25%	11:Yes	Yes		PRK05277:0.0:[]:[]
NP_414699.1 conserved inner membrane protein YadS	25%	4:Yes	Yes		PRK10578:1.45159e-124:[]:[]
NP_414717.2 CDP-diglyceride synthetase	25%	6:Yes	Yes		cdsA:0.0:[]:[]
NP_414718.1 intramembrane zinc metalloprotease	25%	4:Yes	Yes	PS50106:10.396:['export']:['transfer']	PRK10779:0.0:[]:[]
NP_414851.1 uncharacterized protein YahC	25%	4:Yes	Yes		DUF1097:5.9297e-20:[]:[]
NP_414943.1 Sec translocon accessory complex subunit SecF	25%	6:Yes	Yes		secF:4.20749e-147:[]:[]
NP_414962.1 heme O synthase	25%	8:Yes	Yes		PRK13362:2.75961e-143:[]:[]
NP_414985.1 ammonia/ammonium transporter	25%	10:Yes	Yes		PRK10666:0.0:[]:[]
NP_415024.4 putative iron ABC exporter membrane subunit FetB	25%	5:Yes	Yes		TIGR00245:1.4145e-114:[]:[]
NP_415046.4 putative purine transporter	25%	11:Yes	Yes		PRK11412:0.0:[]:[]
NP_415108.1 phenylalanine:H(+) symporter PheP	25%	11:Yes	Yes		PRK10249:0.0:[]:[]
NP_415130.1 carbon starvation protein A	25%	18:Yes	Yes		PRK15015:0.0:[]:[]
NP_415154.1 anaerobic C4-dicarboxylate transporter DcuC	25%	10:Yes	Yes		dcuC:0.0:[]:[]
NP_415157.1 F(-) channel	25%	4:Yes	Yes		PRK14196:1.27537e-58:[]:[]
NP_415167.1 SEDS family protein MrdB	25%	8:Yes	Yes		PRK10794:0.0:[]:[]
NP_415205.1 N-acetylglucosamine specific PTS enzyme IIABC component	25%	9:Yes	Yes	PS51103:60.135:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51098:21.231:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51093:26.137:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK10255:0.0:[]:[]
NP_415219.1 putrescine:H(+) symporter/putrescine:ornithine antiporter PotE	25%	12:Yes	Yes		potE:0.0:[]:[]
NP_415225.1 K(+) transporting P-type ATPase subunit KdpB	25%	7:Yes	Yes		PRK01122:0.0:[]:[]
NP_415226.1 K(+) transporting P-type ATPase subunit KdpA	25%	12:Yes	Yes		PRK05482:0.0:[]:[]
NP_415243.4 putative regulator	25%	7:Yes	Yes		AbrB:1.6809e-103:[]:[]
NP_415250.1 succinate:quinone oxidoreductase, membrane protein SdhD	25%	3:Yes	Yes		sdhD:3.62654e-55:[]:[]
NP_415259.1 2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II	25%	8:Yes	Yes	PS51094:42.038:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51099:20.981:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51104:24.722:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK09765:0.0:[]:[]
NP_415265.1 Tol-Pal system protein TolQ	25%	3:Yes	Yes		PRK10801:4.84912e-162:[]:[]
NP_415272.1 nicotinamide riboside transporter	25%	5:Yes	Yes		PRK15397:8.58369e-157:[]:[]
NP_415307.1 Bax1-I family protein YbhL	25%	7:Yes	Yes		BI-1-like_bacterial:1.56823e-75:[]:[]
NP_415308.1 Bax1-I family protein YbhM	25%	6:Yes	Yes		BI-1-like_bacterial:6.08454e-40:[]:[]
NP_415334.1 L-threonine/L-homoserine exporter	25%	8:Yes	Yes		PRK10532:0.0:[]:[]
NP_415395.2 L-lysine exporter	25%	6:Yes	Yes		YbjE:2.33867e-114:[]:[]
NP_415396.1 water channel AqpZ	25%	6:Yes	Yes	PS51257:6.0:['transport']:[]	PRK05420:2.08152e-136:[]:[]
NP_415410.1 cell division DNA translocase FtsK	25%	5:Yes	Yes	PS50901:39.19:[]:['transfer']	PRK10263:0.0:[]:[]
NP_415490.1 modulator of FtsH protease	25%	7:Yes	Yes		PRK10447:2.26951e-111:[]:[]
NP_415554.4 putative inner membrane protein	25%	5:Yes	Yes		DUF1097:1.78823e-28:[]:[]
NP_415587.1 putative lipid II flippase MurJ	25%	12:Yes	Yes		MviN:0.0:[]:[]
NP_415619.1 glucose-specific PTS enzyme IIBC component	25%	9:Yes	Yes	PS51103:61.989:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51098:22.827:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK11089:0.0:[]:[]
NP_415639.1 putative inner membrane protein	25%	4:Yes	Yes		TPM_phosphatase superfamily:0.00401704:[]:[]
NP_415724.2 aerobic C4-dicarboxylate transporter DauA	25%	11:Yes	Yes	PS50801:18.763:[]:[]	PRK11660:0.0:[]:[]
NP_415731.1 SirB family protein YchQ	25%	3:Yes	Yes		PRK10278:3.62035e-69:[]:[]
NP_415758.1 putative inner membrane protein	25%	6:Yes	Yes		PRK11111:4.1124e-135:[]:[]
NP_415771.1 putative inner membrane protein	25%	6:Yes	Yes		PRK02868:2.67258e-113:[]:[]
NP_415852.2 p-aminobenzoyl glutamate:H(+) symporter	25%	9:Yes	Yes		abgT:0.0:[]:[]
NP_415964.1 putative inner membrane protein	25%	5:Yes	Yes		ydcZ:1.31104e-34:[]:[]
NP_415990.5 aromatic amino acid exporter	25%	8:Yes	Yes		PRK11689:1.05044e-169:[]:[]
NP_416046.1 inner membrane protein MarC	25%	5:Yes	Yes		PRK10995:3.0718e-128:[]:[]
NP_416050.4 cysteine/O-acetylserine exporter EamA	25%	9:Yes	Yes		PRK11453:3.66327e-174:[]:[]
NP_416116.1 multidrug/spermidine efflux pump membrane subunit MdtI	25%	3:Yes	Yes		PRK10650:1.19787e-51:[]:[]
NP_416117.1 multidrug/spermidine efflux pump membrane subunit MdtJ	25%	3:Yes	Yes		PRK10452:4.37051e-61:[]:[]
NP_416118.1 autoinducer 2 exporter	25%	8:Yes	Yes		tqsA:0.0:[]:[]
NP_416119.1 pyridine nucleotide transhydrogenase subunit beta	25%	7:Yes	Yes		pntB:0.0:[]:[]
NP_416120.1 pyridine nucleotide transhydrogenase subunit alpha	25%	4:Yes	Yes		pntA:0.0:[]:[]
NP_416133.1 glucuronide:H(+) symporter	25%	12:Yes	Yes		PRK09848:0.0:[]:[]
NP_416138.1 PTS enzyme IIBC component MalX	25%	8:Yes	Yes	PS51103:59.695:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51098:21.864:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK10110:0.0:[]:[]
NP_416143.2 conserved inner membrane protein YdgK	25%	4:Yes	Yes		DUF2569:2.65809e-27:[]:[]
NP_416203.1 putative transporter YdiK	25%	7:Yes	Yes	PS51257:5.0:['transport']:[]	PRK10983:0.0:[]:[]
NP_416251.1 N,N'-diacetylchitobiose-specific PTS enzyme IIC component	25%	10:Yes	Yes	PS51105:55.765:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK10297:0.0:[]:[]
NP_416264.4 DedA family protein YdjX	25%	5:Yes	Yes		TVP38:1.08045e-43:[]:[]
NP_416303.1 conserved inner membrane protein YeaL	25%	4:Yes	Yes		YeaL:1.81146e-49:[]:[]
NP_416332.1 mannose-specific PTS enzyme IIC component	25%	7:Yes	Yes	PS51106:72.967:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK15065:8.89134e-140:[]:[]
NP_416333.4 mannose-specific PTS enzyme IID component	25%	3:Yes	Yes	PS51108:72.509:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK11103:0.0:[]:[]
NP_416343.1 zinc dependent endoprotease	25%	4:Yes	Yes		PRK05457:0.0:[]:[]
NP_416393.1 flagellar biosynthesis protein FlhA	25%	6:Yes	Yes		flhA:0.0:[]:[]
NP_416404.1 motility protein A	25%	3:Yes	Yes		PRK09110:6.90868e-178:[]:[]
NP_416420.1 tyrosine:H(+) symporter	25%	11:Yes	Yes		PRK15132:0.0:[]:[]
NP_416458.1 flagellar biosynthesis protein FliP	25%	4:Yes	Yes		fliP:1.40914e-130:[]:[]
NP_416460.1 flagellar biosynthesis protein FliR	25%	5:Yes	Yes		fliR:5.4156e-73:[]:[]
NP_416467.1 conserved inner membrane protein YedI	25%	5:Yes	Yes		PRK10062:0.0:[]:[]
NP_416468.1 putative transporter YedA	25%	9:Yes	Yes		PRK11272:7.82509e-155:[]:[]
NP_416491.3 FMN/FAD exporter	25%	11:Yes	Yes		PRK10189:0.0:[]:[]
NP_416541.1 polyisoprenol-linked O-antigen repeat unit flippase	25%	10:Yes	Yes		Polysacc_synt:2.94265e-60:[]:[]
NP_416550.1 M-antigen undecaprenyl disphosphate flippase	25%	12:Yes	Yes		PRK10459:0.0:[]:[]
NP_416560.1 putative colanic acid polymerase	25%	9:Yes	Yes		WcaD:0.0:[]:[]
NP_416580.1 multidrug efflux pump RND permease subunit MdtC	25%	9:Yes	Yes		PRK10614:0.0:[]:[]
NP_416647.1 PF04712 family membrane protein YohK	25%	5:Yes	Yes		PRK10711:1.08102e-151:[]:[]
NP_416661.1 lysine:H(+) symporter	25%	12:Yes	Yes		PRK10836:0.0:[]:[]
NP_416663.1 conserved inner membrane protein YeiH	25%	7:Yes	Yes		TIGR00698:1.002e-155:[]:[]
NP_416672.1 fructose-specific PTS multiphosphoryl transfer protein FruA	25%	8:Yes	Yes	PS51099:19.798:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51104:30.863:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK10712:0.0:[]:[]
NP_416698.1 holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmH	25%	3:Yes	Yes	PS50005:9.322:['transport', 'channel']:['transferase']; PS50293:10.675:['transport', 'channel']:['transferase']; PS50005:5.753:['transport', 'channel']:['transferase']	NrfG:2.98441e-79:[]:[]; NrfF:8.06091e-65:[]:[]
NP_416727.1 short chain fatty acid transporter	25%	9:Yes	Yes		SCFA_trans:0.0:[]:[]
NP_416779.2 NADH:quinone oxidoreductase subunit N	25%	13:Yes	Yes		PRK05777:2.00355e-174:[]:[]
NP_416781.1 NADH:quinone oxidoreductase subunit L	25%	15:Yes	Yes		PRK06590:0.0:[]:[]
NP_416782.1 NADH:quinone oxidoreductase subunit K	25%	3:Yes	Yes		PRK05715:6.4746e-41:[]:[]
NP_416783.1 NADH:quinone oxidoreductase subunit J	25%	4:Yes	Yes		PRK06638:9.4958e-64:[]:[]
NP_416830.1 conserved inner membrane protein YfcA	25%	8:Yes	Yes		PRK10621:2.42255e-162:[]:[]
NP_416873.1 putative transport protein YfdV	25%	9:Yes	Yes		PRK09903:0.0:[]:[]
NP_416893.1 Mn(2(+))/Fe(2(+)): H(+) symporter MntH	25%	11:Yes	Yes		PRK00701:0.0:[]:[]
NP_416924.1 N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter	25%	10:Yes	Yes	PS51098:19.406:['transport', 'channel', 'permease', 'carrier']:['enzyme']; PS51103:30.433:['transport', 'channel', 'permease', 'carrier']:['enzyme']	murP:0.0:[]:[]
NP_416977.1 hydrogenase 4 component B	25%	15:Yes	Yes		PRK06521:0.0:[]:[]
NP_416978.4 hydrogenase 4 component C	25%	8:Yes	Yes		HyfC:2.04367e-87:[]:[]
NP_416979.1 hydrogenase 4 component D	25%	11:Yes	Yes		PRK06525:0.0:[]:[]
NP_416980.1 hydrogenase 4 component E	25%	6:Yes	Yes		hyfE:8.65069e-104:[]:[]
NP_416981.1 hydrogenase 4 component F	25%	11:Yes	Yes		PRK06458:0.0:[]:[]
NP_416992.1 hypothetical protein b2497	25%	11:Yes	Yes		PRK10720:0.0:[]:[]
NP_417031.1 putative 3-phenylpropionate transporter	25%	11:Yes	Yes		PRK11128:0.0:[]:[]
NP_417038.4 putative inner membrane protein	25%	3:Yes	Yes		DoxX:2.31897e-23:[]:[]
NP_417073.1 cysteine/O-acetylserine exporter EamB	25%	6:Yes	Yes		PRK10323:2.0157e-113:[]:[]
NP_417168.1 L-valine exporter subunit YgaH	25%	3:Yes	Yes		PRK10408:1.29829e-50:[]:[]
NP_417202.1 formate hydrogenlyase subunit HycD	25%	6:Yes	Yes		HyfC:1.57737e-103:[]:[]
NP_417203.1 formate hydrogenlyase subunit HycC	25%	14:Yes	Yes		PRK08042:0.0:[]:[]
NP_417312.1 lysophospholipid transporter	25%	10:Yes	Yes		PRK11195:0.0:[]:[]
NP_417375.1 hemolysin-III family protein	25%	6:Yes	Yes		PRK15087:4.86459e-132:[]:[]
NP_417427.1 uncharacterized protein YggT	25%	4:Yes	Yes		YGGT:4.11607e-11:[]:[]; Ycf19:8.82127e-11:[]:[]
NP_417441.1 DUF554 domain-containing protein YqgA	25%	6:Yes	Yes		YqgA:7.149e-71:[]:[]
NP_417461.1 metal phosphate:H(+) symporter PitB	25%	8:Yes	Yes		phos_trans_PitA:0.0:[]:[]
NP_417479.1 Ton complex subunit ExbB	25%	3:Yes	Yes		PRK10414:3.46295e-180:[]:[]
NP_417512.1 heavy metal divalent cation transporter ZupT	25%	7:Yes	Yes		PRK04201:1.78903e-117:[]:[]
NP_417529.1 undecaprenyl pyrophosphate phosphatase	25%	5:Yes	Yes		PRK00281:2.49132e-125:[]:[]
NP_417560.1 serine/threonine:Na(+) symporter	25%	8:Yes	Yes		PRK13628:0.0:[]:[]
NP_417572.2 DoxX family protein	25%	3:Yes	Yes		DoxX:2.00884e-25:[]:[]
NP_417608.1 galactosamine-specific PTS enzyme IIC component	25%	5:Yes	Yes	PS51106:63.586:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK09757:4.13318e-170:[]:[]
NP_417620.1 permease family protein YraQ	25%	7:Yes	Yes		YraQ:7.81614e-64:[]:[]
NP_417694.1 putative transporter DcuD	25%	11:Yes	Yes		PRK09804:0.0:[]:[]
NP_417759.1 Sec translocon subunit SecY	25%	9:Yes	Yes		secY:0.0:[]:[]
NP_417836.1 uncharacterized protein YhfT	25%	9:Yes	Yes		YhfT:7.77749e-180:[]:[]
NP_417861.1 putative transport protein YhgE	25%	8:Yes	Yes		DUF4153:5.82898e-24:[]:[]
NP_417892.1 putative inner membrane protein	25%	6:Yes	Yes		PRK10739:1.47174e-102:[]:[]
NP_417919.1 cell division protein FtsX	25%	4:Yes	Yes		ftsX:0.0:[]:[]
NP_417950.1 metal phosphate:H(+) symporter PitA	25%	9:Yes	Yes		phos_trans_PitA:0.0:[]:[]
NP_417965.1 inner membrane protein YhiD	25%	3:Yes	Yes		PRK09977:6.26918e-123:[]:[]
NP_417968.1 acid-resistance membrane protein	25%	5:Yes	Yes		PRK10209:1.79843e-73:[]:[]
NP_417985.1 C4 dicarboxylate/orotate:H(+) symporter	25%	7:Yes	Yes		PRK01663:0.0:[]:[]
NP_418019.4 conserved inner membrane protein YiaA	25%	3:Yes	Yes		PRK11383:5.80726e-96:[]:[]
